,h,r,t
23407,4129,0,11020
32289,5660,0,10909
32505,5704,0,10822
22075,3912,0,10876
30550,5313,0,10735
37286,6742,0,10836
49995,9377,0,10766
31340,5476,0,10727
42555,7830,0,10883
24093,4235,0,11024
40906,7477,0,10795
33659,5958,0,10940
17856,3144,0,11017
43944,8116,0,10715
43102,7939,0,10975
53373,10119,0,10746
26843,4680,0,10734
15696,2757,0,11021
8074,1385,0,10954
39542,7213,0,10740
17234,3034,0,11026
47159,8790,0,10796
9671,1704,0,10808
36463,6551,0,10988
37982,6897,0,10755
47812,8929,0,10982
53084,10062,0,10795
43674,8056,0,10808
21950,3894,0,11025
14400,2536,0,11026
50447,9471,0,10753
16504,2904,0,11023
11610,2044,0,11023
54234,10321,0,10847
18531,3269,0,11023
17638,3112,0,11026
14114,2484,0,11017
36521,6564,0,10888
40645,7429,0,10815
17590,3104,0,11024
36078,6463,0,10774
28520,4952,0,10778
44593,8265,0,10726
778,135,0,10766
36055,6459,0,10734
47790,8929,0,10813
33436,5916,0,10727
11694,2056,0,11024
34514,6136,0,10846
5412,931,0,10839
41173,7546,0,10812
35015,6249,0,10721
638,114,0,10820
51416,9678,0,10837
27916,4861,0,11026
47764,8924,0,10837
49641,9309,0,10784
51841,9770,0,10779
49160,9209,0,10723
42991,7917,0,10723
20751,3684,0,10911
4113,729,0,10741
27837,4854,0,10983
30364,5279,0,10716
37218,6729,0,10785
27372,4780,0,11034
31075,5422,0,10734
39604,7227,0,10940
8901,1564,0,10734
17262,3039,0,11021
26954,4703,0,11005
43680,8057,0,10988
5187,902,0,10765
3036,528,0,10727
40954,7487,0,10786
7464,1284,0,10723
54605,10407,0,10754
54361,10350,0,10755
29900,5190,0,10864
12884,2258,0,11022
36445,6548,0,10940
14709,2586,0,11020
33838,5996,0,10733
52620,9947,0,10934
13848,2434,0,11026
38152,6934,0,10847
35255,6294,0,10793
20705,3675,0,10820
15420,2708,0,11020
36709,6612,0,10785
33022,5826,0,10803
30589,5323,0,10751
18235,3209,0,10744
19182,3383,0,10847
33826,5994,0,10715
45251,8405,0,10753
24636,4323,0,11017
54437,10369,0,10717
1068,201,0,10755
11499,2024,0,11019
27453,4791,0,11025
34365,6100,0,10851
4218,744,0,10769
52852,10005,0,10803
38958,7095,0,10734
44286,8196,0,10837
14408,2537,0,11019
6587,1122,0,10764
37713,6837,0,10940
1763,323,0,10940
23414,4130,0,11023
32311,5663,0,10928
24059,4232,0,11019
4224,745,0,10732
36080,6463,0,10873
16213,2844,0,10795
1102,205,0,10848
28342,4920,0,10820
19270,3400,0,10723
1138,213,0,10727
36668,6602,0,10787
8692,1525,0,10834
11274,1987,0,11019
54382,10354,0,10714
31076,5422,0,10796
54273,10329,0,10740
18306,3222,0,11019
35250,6294,0,10909
13547,2381,0,11020
26405,4595,0,11005
54681,10423,0,10719
4977,866,0,10807
2604,451,0,10794
31016,5407,0,11039
25816,4499,0,10863
48529,9077,0,10853
19481,3435,0,10793
24005,4225,0,11025
20583,3652,0,10979
39804,7267,0,10743
30656,5337,0,10766
3600,639,0,10735
19188,3385,0,10812
3904,701,0,10720
15591,2740,0,11021
2207,388,0,10764
50051,9389,0,10851
11173,1971,0,11024
6352,1086,0,10747
2807,485,0,10811
28254,4906,0,11020
53059,10057,0,10746
26247,4568,0,11024
3041,530,0,10764
20472,3627,0,10853
25793,4496,0,11021
50871,9564,0,10837
14362,2529,0,10720
48401,9053,0,10758
32275,5659,0,10718
25682,4479,0,11019
55543,10623,0,10770
28899,5014,0,11019
26543,4620,0,10791
28538,4957,0,10715
15948,2800,0,11019
3766,677,0,10845
20740,3681,0,10735
42895,7899,0,10717
35424,6324,0,10787
9022,1587,0,10773
11622,2046,0,11022
28616,4970,0,10717
5333,914,0,10729
3907,701,0,10734
43659,8052,0,10717
15101,2645,0,11023
27022,4717,0,10796
42236,7761,0,10764
45268,8410,0,10717
15802,2775,0,11020
50230,9430,0,10717
18258,3214,0,11017
41115,7527,0,10812
3549,627,0,10803
40079,7316,0,10800
5393,927,0,10714
144,28,0,10738
7931,1366,0,10894
31315,5470,0,10717
2831,488,0,10768
47532,8872,0,10780
51228,9638,0,10734
41614,7637,0,10727
48155,9000,0,10787
40549,7409,0,10848
152,30,0,10742
8924,1570,0,10735
854,155,0,10723
20589,3654,0,10795
12435,2182,0,11019
38011,6904,0,10979
44197,8174,0,10843
16052,2815,0,11017
48142,8997,0,10734
51279,9647,0,10738
2070,372,0,10765
18090,3180,0,11020
23222,4099,0,10767
44695,8287,0,10727
8253,1432,0,10748
4995,870,0,10908
26692,4650,0,10769
46472,8651,0,10759
33902,6010,0,10734
20783,3690,0,11018
44041,8139,0,11022
40563,7412,0,11027
36567,6575,0,10888
4695,818,0,10724
9970,1764,0,10848
21197,3764,0,11021
11203,1976,0,11027
14523,2556,0,11020
5426,933,0,10852
18067,3177,0,10727
43952,8118,0,11026
13276,2335,0,10757
42447,7807,0,10764
17680,3118,0,11019
10590,1884,0,11024
29240,5070,0,11022
31793,5563,0,10759
44098,8152,0,11021
28452,4939,0,11034
4954,863,0,10851
3102,540,0,10766
22247,3943,0,10757
10824,1918,0,11027
34637,6164,0,10882
3083,537,0,10773
16733,2947,0,11021
22718,4024,0,10730
47246,8808,0,10715
55830,10667,0,10715
37935,6887,0,10940
31898,5586,0,10723
46187,8603,0,10947
35689,6379,0,10787
9712,1710,0,10741
20012,3537,0,10750
5312,911,0,10764
6906,1174,0,10802
37305,6747,0,10734
5501,945,0,10812
14794,2597,0,11021
10833,1920,0,10825
45950,8560,0,10873
43133,7947,0,11025
42788,7874,0,10795
4848,842,0,10773
44139,8158,0,10996
14325,2523,0,11020
15137,2654,0,10865
46452,8649,0,10717
3641,649,0,10741
9591,1692,0,10720
8275,1439,0,10997
36780,6627,0,10940
13766,2418,0,11022
7161,1222,0,10715
4860,844,0,10765
39825,7271,0,10802
40628,7426,0,10715
31610,5529,0,10734
36535,6568,0,10880
21627,3844,0,10784
29725,5155,0,10808
27358,4778,0,11034
12003,2111,0,11021
21359,3797,0,11018
43615,8042,0,10742
7238,1236,0,10862
38274,6964,0,10798
13757,2416,0,11017
32199,5642,0,10798
17547,3095,0,10785
17896,3149,0,10766
42524,7824,0,10795
51568,9710,0,10891
10628,1889,0,11020
36032,6452,0,10755
52876,10011,0,10821
43800,8082,0,10873
26002,4537,0,11034
5360,921,0,10724
29286,5079,0,11022
38671,7043,0,10929
11413,2010,0,11020
15735,2763,0,11020
17148,3021,0,11021
43796,8080,0,10878
15064,2638,0,11021
4071,727,0,10771
10303,1834,0,10777
46228,8609,0,11019
37206,6726,0,10787
29942,5197,0,10830
6290,1075,0,10802
22227,3940,0,10735
22018,3901,0,10848
44553,8257,0,10716
35278,6296,0,10787
34735,6188,0,10940
52641,9953,0,10734
47565,8881,0,10726
51503,9695,0,11020
36050,6457,0,10812
26650,4643,0,11005
47963,8960,0,10792
29568,5126,0,11026
11600,2043,0,11022
18272,3216,0,11026
12420,2179,0,11024
50150,9412,0,10773
45249,8405,0,10769
34024,6038,0,10828
46266,8614,0,10880
10389,1849,0,11020
41426,7601,0,10803
37255,6735,0,10988
17616,3109,0,11020
56001,10708,0,10851
17893,3148,0,11024
8085,1387,0,10921
7680,1326,0,10961
14084,2477,0,11020
28702,4985,0,11018
46308,8623,0,10773
21414,3805,0,11019
46428,8644,0,10834
26214,4565,0,10747
41553,7625,0,10833
49884,9354,0,10732
44741,8297,0,10789
24587,4318,0,11020
21927,3888,0,11018
32728,5756,0,10812
39855,7279,0,10930
53265,10098,0,10989
44459,8235,0,10780
51778,9757,0,10715
23840,4203,0,11026
28014,4876,0,11034
51249,9642,0,10715
19381,3419,0,11022
30780,5362,0,11019
4456,781,0,10735
15195,2665,0,10817
19927,3521,0,10921
28480,4944,0,11018
26122,4552,0,10736
32036,5609,0,10803
49186,9214,0,10883
7100,1210,0,10757
13707,2408,0,10764
39427,7188,0,10787
26077,4546,0,11023
12513,2197,0,11024
47012,8765,0,10846
31569,5523,0,10803
30881,5377,0,10746
28870,5007,0,11020
12180,2140,0,11020
36987,6673,0,10940
36120,6472,0,10785
48106,8987,0,10735
54070,10282,0,10775
16215,2844,0,10766
12339,2165,0,10721
24610,4320,0,10796
5486,943,0,10714
20029,3539,0,10717
229,42,0,10795
41799,7675,0,10827
19242,3396,0,10795
50239,9431,0,10921
51936,9791,0,10853
17824,3140,0,11021
43587,8039,0,10740
6816,1158,0,10718
6368,1089,0,10759
21298,3781,0,10889
3405,602,0,10765
48659,9102,0,10737
36677,6604,0,10884
26925,4697,0,11002
16537,2908,0,10749
13998,2459,0,11024
51738,9746,0,10982
52723,9973,0,10878
43080,7935,0,10908
24696,4330,0,11021
32384,5679,0,10744
12897,2260,0,11017
31997,5600,0,10886
32028,5607,0,10720
16690,2939,0,11017
48053,8977,0,10727
52733,9976,0,10850
44031,8137,0,10873
2727,473,0,10793
38066,6916,0,10758
17488,3084,0,11022
15274,2682,0,11020
27764,4844,0,11024
53508,10151,0,10720
5316,911,0,10727
50339,9447,0,10892
32994,5821,0,10718
28997,5032,0,10757
37839,6865,0,10828
34858,6216,0,10988
13263,2333,0,11017
27864,4858,0,11018
27791,4848,0,11022
23406,4129,0,11024
27124,4743,0,10806
29338,5087,0,11022
24288,4269,0,11017
38641,7041,0,10717
13896,2442,0,11017
13561,2383,0,11020
27884,4860,0,10879
29822,5176,0,10734
40343,7368,0,10846
4825,836,0,10825
38226,6953,0,11034
55782,10659,0,10794
33218,5867,0,10764
53255,10098,0,10785
19145,3373,0,10727
17580,3102,0,11023
29738,5158,0,10812
44601,8266,0,10891
24664,4326,0,11019
23152,4088,0,11017
15938,2798,0,10894
55189,10549,0,10715
22196,3935,0,10795
19132,3371,0,10971
10023,1776,0,10780
14903,2615,0,11022
3218,562,0,10717
42518,7823,0,10802
919,171,0,10829
17450,3075,0,11019
16865,2969,0,11019
38674,7043,0,10908
47085,8779,0,10808
37700,6834,0,10787
54472,10376,0,10795
29079,5043,0,11019
33143,5849,0,10766
5228,902,0,10742
6237,1064,0,10715
25268,4417,0,10853
21138,3750,0,11019
36714,6613,0,10787
15725,2762,0,11024
38054,6914,0,10873
39438,7191,0,10979
32996,5821,0,10773
4896,848,0,10744
48298,9030,0,10764
44101,8152,0,11024
26564,4626,0,11005
46501,8659,0,10851
28110,4887,0,11019
24092,4235,0,11023
35348,6308,0,10822
51798,9760,0,10779
28681,4982,0,11018
49709,9320,0,10732
8388,1461,0,10733
17608,3108,0,10795
18284,3218,0,11021
33817,5992,0,10726
15408,2706,0,10843
45973,8563,0,10766
5688,967,0,10846
35866,6419,0,10785
53407,10126,0,10795
37553,6802,0,10988
43110,7940,0,10759
38182,6943,0,10715
33636,5954,0,10795
42179,7751,0,10848
14167,2493,0,11027
10284,1833,0,10730
15026,2632,0,10804
10775,1913,0,11017
41560,7626,0,10833
45477,8457,0,10764
17212,3031,0,11026
37511,6794,0,10787
44453,8233,0,10771
27060,4726,0,10833
54335,10346,0,10717
24006,4225,0,11017
12942,2269,0,11023
32628,5736,0,10773
12841,2249,0,10727
31734,5554,0,10862
21328,3790,0,10996
9818,1728,0,10800
31274,5461,0,10717
19852,3509,0,10754
38703,7048,0,10811
27549,4812,0,10785
27590,4821,0,11025
34911,6229,0,10773
33327,5891,0,10785
29788,5168,0,10717
25293,4421,0,10847
44740,8296,0,10948
32839,5782,0,10988
40171,7336,0,10806
5302,908,0,10738
49073,9193,0,10715
49772,9335,0,10738
7487,1288,0,10715
25944,4523,0,10768
33272,5879,0,10759
23681,4177,0,11024
29718,5154,0,10720
37389,6766,0,10787
47344,8828,0,10755
16561,2914,0,11020
33122,5847,0,10750
14224,2503,0,11023
20788,3691,0,11019
31542,5517,0,10714
42450,7808,0,10764
34831,6210,0,10940
27234,4761,0,10717
861,157,0,10827
28830,5001,0,11024
48234,9017,0,10850
9574,1687,0,10955
19303,3404,0,10806
5679,967,0,10727
20133,3561,0,10718
55234,10558,0,10877
16291,2859,0,11023
7399,1270,0,10738
9496,1674,0,10787
3617,643,0,10714
28341,4920,0,10753
49137,9203,0,10735
24178,4249,0,11019
51053,9600,0,10888
27540,4810,0,11022
42783,7873,0,10800
20667,3668,0,10947
492,87,0,10800
32333,5669,0,10846
17744,3127,0,10771
30990,5401,0,10767
35608,6361,0,10734
49243,9225,0,10908
7965,1366,0,10924
8654,1516,0,10769
41982,7713,0,10755
48067,8977,0,10851
42011,7721,0,10940
5740,974,0,10753
16374,2879,0,10752
37447,6780,0,10988
39189,7141,0,10979
5518,945,0,10738
11348,2001,0,11017
50789,9545,0,10770
45190,8393,0,10723
44489,8242,0,10717
55476,10611,0,10814
2784,482,0,10909
4418,776,0,10890
55601,10634,0,10761
9876,1744,0,10717
17912,3152,0,11024
47286,8815,0,10734
54645,10415,0,10788
23332,4118,0,10797
49973,9372,0,10866
45919,8553,0,10764
39069,7117,0,10828
33321,5889,0,10979
26489,4608,0,10715
25996,4535,0,10883
17155,3022,0,11026
23831,4201,0,11020
46497,8658,0,10802
27714,4838,0,10764
40508,7402,0,10873
23818,4200,0,10719
12244,2152,0,10891
20303,3591,0,10735
13323,2343,0,10727
52242,9860,0,10734
46033,8576,0,10994
45845,8539,0,10726
20826,3700,0,10805
27964,4869,0,11034
25811,4498,0,11024
48467,9066,0,10770
9228,1617,0,10925
2415,420,0,10899
23906,4212,0,10757
41110,7525,0,10843
33883,6005,0,10828
34729,6186,0,10988
32209,5643,0,10768
274,47,0,10746
2231,390,0,10869
17584,3103,0,11023
54424,10365,0,10878
5268,902,0,10736
24387,4287,0,11019
46872,8738,0,10904
21208,3766,0,11026
22394,3969,0,10735
27626,4827,0,11019
45712,8511,0,10716
5923,1007,0,10734
28664,4979,0,10803
32566,5721,0,10720
26235,4567,0,10782
45084,8371,0,10715
27449,4791,0,11034
6580,1122,0,10879
11774,2069,0,10908
1919,343,0,10734
29716,5153,0,10764
7577,1303,0,10797
15858,2784,0,11022
11345,2000,0,10868
22506,3987,0,10766
10377,1847,0,10717
43323,7984,0,10865
25075,4388,0,11017
40701,7439,0,10715
31742,5555,0,10773
44957,8340,0,10723
24556,4313,0,10747
13045,2287,0,11018
15873,2786,0,11023
9848,1736,0,10827
22406,3970,0,10899
29618,5134,0,10734
5646,964,0,10783
4978,866,0,10866
3630,647,0,10717
5754,978,0,10744
33948,6021,0,10717
1467,267,0,10782
31581,5525,0,10718
47306,8818,0,10745
2520,437,0,10891
15202,2667,0,11018
6954,1182,0,10876
17319,3050,0,11022
45025,8357,0,10756
26065,4543,0,11024
39453,7195,0,10800
2178,386,0,10841
52088,9822,0,10828
50904,9571,0,10760
51189,9630,0,10979
48380,9049,0,10734
13947,2450,0,11020
30307,5268,0,10755
46963,8758,0,10744
39423,7187,0,10940
55267,10568,0,10758
54685,10424,0,10795
40970,7491,0,10907
2613,452,0,10928
4743,823,0,10717
27027,4718,0,11005
54228,10321,0,10835
40814,7463,0,11023
10684,1900,0,11017
12881,2258,0,11026
19562,3450,0,10802
41466,7609,0,10715
10003,1771,0,10830
29792,5169,0,10848
311,55,0,10800
33289,5883,0,10727
20425,3616,0,10727
43819,8086,0,10755
1861,337,0,10767
52274,9865,0,10938
43818,8086,0,10757
24100,4236,0,11022
11287,1988,0,11021
43072,7933,0,10781
49983,9375,0,10758
49483,9279,0,10773
7032,1197,0,10896
2768,480,0,10880
54666,10419,0,10735
40641,7428,0,10795
53615,10178,0,10779
54126,10295,0,11049
48480,9069,0,10835
19642,3466,0,10870
50240,9431,0,10936
30065,5226,0,10820
5533,948,0,10773
14912,2616,0,11022
208,37,0,10805
45856,8539,0,10764
44561,8259,0,10718
15169,2660,0,10996
36787,6628,0,10785
41581,7630,0,10742
32543,5715,0,10733
42671,7848,0,10745
32631,5736,0,10717
39701,7244,0,10743
47933,8954,0,10717
25564,4465,0,10727
22198,3936,0,10764
39376,7176,0,10918
50006,9380,0,10882
42336,7781,0,10800
34135,6062,0,10715
33313,5888,0,10773
31363,5482,0,10746
14127,2486,0,11020
39832,7273,0,10734
45384,8438,0,10721
25986,4532,0,10996
43183,7956,0,10876
45397,8441,0,10765
53547,10160,0,10717
48391,9052,0,10912
23965,4219,0,11027
28131,4889,0,11019
53368,10117,0,10720
5214,902,0,10785
25863,4508,0,10830
5134,896,0,10872
43495,8018,0,10717
14250,2508,0,10996
54835,10461,0,10715
44573,8260,0,10750
28230,4901,0,11027
51070,9604,0,10922
17774,3131,0,11019
17517,3090,0,10718
51614,9720,0,10717
45068,8367,0,10795
10763,1911,0,10727
6407,1096,0,10734
52212,9852,0,10764
50697,9524,0,10832
26316,4579,0,11017
19141,3372,0,10841
32859,5787,0,10979
52663,9959,0,10720
55936,10694,0,10890
38848,7074,0,10755
44578,8261,0,10755
43985,8126,0,10853
25988,4533,0,11018
43194,7958,0,10715
18485,3260,0,11021
20039,3542,0,10878
25167,4402,0,11019
30558,5315,0,10812
46904,8746,0,10717
11980,2107,0,11027
355,66,0,10830
5442,935,0,10715
19465,3432,0,10726
55954,10699,0,10715
39293,7160,0,10873
39136,7128,0,10810
22706,4022,0,11017
42734,7861,0,10724
26542,4620,0,10854
13339,2347,0,11021
19580,3455,0,10734
35537,6348,0,10733
1695,311,0,10782
29836,5179,0,10727
54763,10447,0,10715
5039,880,0,10882
203,37,0,10780
50783,9544,0,10779
10212,1817,0,10747
3655,653,0,10725
10086,1788,0,10795
25448,4451,0,11034
6138,1043,0,10800
11915,2096,0,11017
49591,9301,0,10733
28568,4963,0,10733
39130,7128,0,10893
46037,8577,0,10726
14465,2545,0,11022
3535,623,0,10787
22443,3975,0,10878
40036,7308,0,10715
42663,7846,0,10966
21195,3763,0,10844
43738,8068,0,10715
2855,494,0,10852
7390,1268,0,10752
21687,3853,0,11023
23817,4200,0,10734
16905,2974,0,10772
45208,8396,0,10896
53931,10250,0,10959
45357,8430,0,10756
15359,2696,0,10795
55487,10612,0,10856
6779,1153,0,10756
23329,4118,0,10822
10611,1887,0,11022
34656,6169,0,10850
17728,3124,0,11020
13050,2288,0,10734
21253,3773,0,11025
43593,8040,0,10835
21580,3838,0,11017
38704,7048,0,10833
32321,5667,0,10755
15256,2679,0,11018
33765,5980,0,10764
54155,10303,0,11048
10485,1867,0,11019
16090,2821,0,10727
34223,6081,0,10940
15875,2786,0,11020
15029,2632,0,10734
41458,7607,0,10764
15380,2700,0,10796
15183,2663,0,10796
37332,6752,0,10988
47198,8797,0,10734
12153,2135,0,10727
11922,2096,0,11024
6155,1047,0,10727
40770,7455,0,11027
51829,9767,0,10803
34847,6213,0,10744
47042,8771,0,10732
14443,2542,0,11020
19530,3444,0,11026
26977,4708,0,11004
29018,5034,0,11019
49480,9278,0,10878
2652,460,0,10862
25777,4494,0,11027
3621,644,0,10743
32329,5668,0,10795
251,43,0,10790
55513,10617,0,10750
31303,5467,0,10882
51571,9711,0,10770
23988,4222,0,10773
48437,9060,0,10766
53310,10106,0,10715
18617,3284,0,11026
29428,5100,0,10996
33196,5862,0,10787
21665,3851,0,10996
8322,1451,0,10727
44190,8172,0,10717
27380,4780,0,11022
51730,9745,0,10846
5296,907,0,10824
9837,1733,0,10763
49697,9319,0,10721
28388,4929,0,10996
36320,6520,0,10785
16172,2836,0,11020
27973,4869,0,11024
5700,970,0,10840
40768,7455,0,11019
40947,7486,0,10795
5778,980,0,10727
26425,4596,0,10727
20823,3700,0,10717
9500,1675,0,10832
48874,9149,0,10727
18271,3216,0,11027
18897,3330,0,11023
51113,9614,0,10795
5236,902,0,10737
28446,4937,0,10773
54154,10302,0,11049
26643,4641,0,10854
32307,5663,0,10794
6022,1026,0,10734
25344,4433,0,11034
14782,2595,0,11017
10175,1809,0,10720
47210,8800,0,10787
22851,4046,0,10766
14222,2503,0,11021
7500,1291,0,10761
22241,3942,0,11023
11349,2001,0,11027
25665,4476,0,11020
30332,5272,0,10715
11451,2016,0,10742
29616,5134,0,10811
36306,6516,0,10755
31932,5589,0,10715
22319,3957,0,11020
54251,10324,0,10717
17178,3026,0,11021
18833,3320,0,11024
8691,1525,0,10815
22035,3903,0,10774
27536,4810,0,11019
37317,6749,0,10785
17755,3127,0,10820
51288,9648,0,10776
13974,2455,0,11017
43469,8012,0,11023
21520,3824,0,11019
27129,4745,0,11005
55797,10660,0,11023
47195,8796,0,10781
29051,5038,0,11024
8722,1533,0,10714
31047,5415,0,10720
4554,798,0,10796
14345,2528,0,10793
5013,875,0,10793
30789,5363,0,10841
29765,5163,0,10839
25974,4529,0,11019
13563,2384,0,11018
9664,1703,0,10869
3398,601,0,10801
18236,3209,0,10721
7396,1270,0,10734
36994,6674,0,11025
24342,4277,0,11023
3178,556,0,10806
2118,382,0,10850
37573,6806,0,10979
46467,8650,0,10865
2104,379,0,10723
32684,5745,0,10738
9098,1598,0,10851
40091,7320,0,10775
42665,7847,0,10806
10243,1824,0,10746
46998,8764,0,10847
4644,813,0,10848
42497,7818,0,10795
7323,1255,0,10820
52407,9896,0,10806
25460,4452,0,11034
28883,5010,0,11017
52857,10006,0,10719
37096,6699,0,10988
30210,5252,0,10778
6599,1122,0,10948
18601,3281,0,11020
44622,8270,0,10723
10540,1875,0,11022
40492,7400,0,10734
44926,8333,0,10773
28058,4881,0,10820
9861,1740,0,10779
48,10,0,10746
7367,1264,0,10937
11227,1980,0,10996
15979,2804,0,11020
30173,5243,0,10793
23617,4165,0,11020
22173,3931,0,11026
7827,1353,0,10757
46062,8582,0,10940
15885,2788,0,11020
44833,8313,0,10806
12494,2194,0,11019
53866,10234,0,10959
51090,9608,0,10733
13337,2346,0,11024
51867,9776,0,10820
8337,1453,0,10786
55912,10689,0,10743
53957,10257,0,10796
54749,10443,0,10800
37640,6820,0,10988
17911,3152,0,11023
7206,1229,0,10719
54785,10452,0,10758
4397,774,0,10764
5438,934,0,10964
52530,9926,0,10715
44119,8155,0,10830
50249,9434,0,10843
10340,1841,0,10720
2475,430,0,10778
1751,321,0,10846
11103,1963,0,10718
11538,2031,0,11019
8461,1474,0,10941
26980,4709,0,11005
23421,4131,0,11024
16852,2967,0,11026
30850,5370,0,10756
18338,3230,0,11018
43512,8023,0,10715
14063,2473,0,11018
15608,2742,0,11025
55914,10689,0,10874
19550,3448,0,10866
54953,10487,0,10878
34993,6245,0,10757
50659,9514,0,10727
52249,9861,0,10946
46409,8643,0,10954
55071,10517,0,10715
13581,2388,0,10714
11743,2064,0,11022
36881,6650,0,10828
15756,2768,0,11022
50385,9459,0,10734
10025,1777,0,10766
21151,3753,0,10788
35321,6302,0,10828
24956,4366,0,11024
38137,6933,0,10979
21001,3728,0,11020
54019,10271,0,10830
27412,4786,0,10715
12800,2243,0,10830
11727,2062,0,11027
44152,8162,0,10996
47327,8823,0,10741
12907,2261,0,11023
32233,5648,0,10803
45479,8457,0,10820
20149,3563,0,10734
53000,10042,0,10878
21662,3850,0,11018
22795,4038,0,11027
46946,8755,0,10734
39963,7300,0,10787
53925,10249,0,11047
46639,8694,0,10803
55324,10581,0,10914
22952,4058,0,10889
23958,4218,0,11023
51694,9737,0,10924
30627,5329,0,10717
49193,9214,0,10953
2340,406,0,10735
23385,4126,0,11026
30620,5327,0,10766
43045,7925,0,11020
21502,3820,0,10850
2403,418,0,10908
4882,845,0,10745
12946,2270,0,11019
6996,1189,0,10720
50059,9389,0,10900
43769,8076,0,10716
56014,10711,0,10764
2463,427,0,10750
17736,3126,0,11022
42762,7868,0,10735
542,94,0,10745
14686,2581,0,11024
31139,5435,0,10850
16403,2887,0,10733
48537,9079,0,10788
17496,3085,0,11019
38265,6962,0,10758
53742,10205,0,10764
4087,727,0,10880
37302,6746,0,10787
20829,3701,0,10782
55995,10706,0,10779
45745,8516,0,10770
13099,2298,0,10734
23883,4209,0,11025
54857,10465,0,10717
16015,2809,0,11019
53204,10087,0,10734
30389,5286,0,10766
34915,6230,0,10814
14834,2604,0,11023
34458,6124,0,10940
5223,902,0,10921
40500,7402,0,10774
43522,8025,0,10921
43069,7933,0,10717
36928,6660,0,10940
48123,8992,0,10882
29879,5184,0,10782
33881,6005,0,10940
